Time,user 1,user 2,user 3,user 4,user 5,user 6,user 7,user 8,user 9,PV
2686,0.097,0.502,0.998,0.645,0.156,0.065,0.442,0.584,0.206,0
2687,0.084,0.495,0.909,0.695,0.215,0.063,0.392,0.279,0.282,0
2688,0.071,0.431,0.43,0.115,0.267,0.056,0.509,0.351,0.402,0
2689,0.06,0.351,0.125,0.118,0.212,0.069,0.42,0.129,0.124,0
2690,0.083,0.342,0.044,0.119,0.131,0.064,0.327,0.147,0.098,0
2691,0.078,0.337,0.045,0.119,0.044,0.063,0.297,0.111,0.09,0
2692,0.053,0.346,0.045,0.111,0.031,0.056,0.26,0.14,0.079,0
2693,0.08,0.344,0.125,0.101,0.03,0.067,0.212,0.088,0.089,0.003
2694,0.082,0.317,0.137,0.115,0.032,0.064,0.283,0.077,0.087,0.059
2695,0.098,0.332,0.107,0.138,0.037,0.06,0.253,0.058,0.083,0.143
2696,0.133,0.625,0.047,0.13,0.037,0.058,0.29,0.111,0.101,0.230
2697,0.096,0.949,0.358,0.108,0.029,0.061,0.295,0.171,0.51,0.325
2698,0.064,0.713,0.061,0.125,0.028,0.067,0.392,0.123,0.876,0.501
2699,0.067,0.775,1.022,0.122,0.061,0.058,0.272,0.138,0.215,0.491
2700,0.084,0.684,0.813,0.105,0.371,0.062,0.258,0.109,0.165,0.427
2701,0.073,0.597,0.602,0.102,0.142,0.129,0.279,0.237,0.237,0.423
2702,0.057,0.666,0.415,0.126,0.048,0.076,0.395,0.519,0.228,0.329
2703,0.082,0.709,0.082,0.167,0.09,0.055,1.273,0.638,0.477,0.247
2704,0.126,0.595,0.064,0.768,0.1,0.066,0.354,0.804,0.133,0.151
2705,0.072,0.577,0.094,0.245,0.051,0.065,0.291,0.626,0.9,0.079
2706,0.08,0.593,0.179,0.542,0.033,0.07,0.338,0.278,0.527,0.013
2707,0.169,0.584,0.138,0.304,0.032,0.161,0.27,0.185,0.702,0
2708,0.283,1.135,0.143,0.149,0.032,0.069,0.689,0.213,0.312,0
2709,0.436,0.889,0.536,0.231,0.031,0.059,0.654,0.38,0.438,0
2710,0.561,0.564,0.83,0.195,0.032,0.111,0.465,0.377,0.243,0
2711,0.387,0.488,0.801,0.141,0.033,0.056,0.35,0.195,0.429,0
2712,0.153,0.447,0.36,0.138,0.035,0.075,0.42,0.192,0.184,0
2713,0.139,0.388,0.132,0.116,0.034,0.055,0.35,0.154,0.112,0
2714,0.126,0.362,0.137,0.127,0.125,0.068,0.346,0.17,0.106,0
2715,0.127,0.401,0.134,0.14,0.172,0.064,0.241,0.115,0.106,0
2716,0.132,0.367,0.091,0.118,0.045,0.066,0.301,0.154,0.09,0
2717,0.133,0.344,0.044,0.117,0.033,0.056,0.246,0.118,0.097,0.004
2718,0.126,0.342,0.044,0.123,0.027,0.067,0.325,0.104,0.09,0.080
2719,0.125,0.425,0.045,0.125,0.037,0.064,0.256,0.055,0.101,0.235
2720,0.286,0.364,0.071,0.122,0.037,0.063,0.281,0.077,0.185,0.407
2721,0.457,0.862,0.175,0.099,0.032,0.056,0.278,0.063,0.145,0.599
2722,0.143,1.201,0.169,0.144,0.029,0.068,0.304,0.122,0.437,0.741
2723,0.102,1.214,0.15,0.134,0.066,0.061,0.303,0.144,0.719,0.795
2724,0.065,1.25,0.043,0.133,0.032,0.059,0.342,0.197,0.13,0.792
2725,0.063,1.444,0.043,0.108,0.028,0.058,0.382,0.844,0.187,0.742
2726,0.08,1.341,0.064,0.129,0.031,0.07,0.333,1.076,0.372,0.659
2727,0.065,0.464,0.169,0.163,0.031,0.059,0.372,0.227,0.221,0.520
2728,0.065,0.421,0.221,0.26,0.031,0.06,0.334,0.229,0.469,0.322
2729,0.074,0.466,0.152,0.864,0.061,0.066,0.372,0.224,0.212,0.115
2730,0.091,1.274,0.147,0.716,0.14,0.062,0.509,0.422,0.177,0.013
2731,0.132,0.534,0.137,0.487,0.07,0.06,0.531,0.539,0.31,0
2732,0.464,0.424,0.323,1.181,0.047,0.06,0.538,0.199,0.3,0
2733,0.444,0.85,0.093,0.276,0.097,0.068,0.456,0.322,1.068,0
2734,0.295,0.68,0.101,0.436,0.191,0.055,0.618,0.253,0.306,0
2735,0.186,1.017,0.256,0.197,0.185,0.063,0.455,0.243,0.234,0
2736,0.082,0.605,0.251,0.148,0.192,0.066,0.474,0.196,0.157,0
2737,0.082,0.356,0.05,0.132,0.183,0.062,0.356,0.18,0.104,0
2738,0.066,0.351,0.043,0.108,0.159,0.058,0.381,0.404,0.106,0
2739,0.067,0.344,0.043,0.114,0.049,0.074,0.321,0.198,0.097,0
2740,0.081,0.337,0.092,0.13,0.032,0.054,0.217,0.402,0.093,0
2741,0.069,0.347,0.073,0.107,0.032,0.064,0.303,0.133,0.101,0.005
2742,0.065,0.339,0.043,0.109,0.032,0.064,0.27,0.097,0.083,0.101
2743,0.11,0.34,0.1,0.527,0.037,0.064,0.261,0.065,0.096,0.301
2744,0.126,0.385,0.141,0.157,0.036,0.056,0.292,0.076,0.091,0.495
2745,0.134,1.447,0.85,0.12,0.027,0.063,0.922,0.06,0.153,0.643
2746,0.264,0.635,0.538,0.131,0.027,0.064,0.649,0.165,0.316,0.740
2747,0.204,0.551,0.597,0.116,0.033,0.06,0.605,0.147,0.151,0.788
2748,0.078,0.394,0.714,0.114,0.102,0.064,0.361,0.158,0.204,0.788
2749,0.065,0.419,0.159,0.118,0.036,0.066,0.322,0.136,0.144,0.738
2750,0.064,1.088,0.398,0.128,0.06,0.062,0.329,0.192,0.236,0.586
2751,0.114,0.928,0.074,0.25,0.133,0.056,0.542,0.379,0.261,0.452
2752,0.853,0.767,0.348,0.625,0.804,0.066,0.478,0.257,0.17,0.294
2753,0.638,1.324,0.196,0.179,0.857,0.062,0.431,0.449,0.23,0.129
2754,0.219,0.425,0.157,0.754,0.088,0.064,0.529,0.131,0.312,0.015
2755,0.065,0.861,0.046,0.22,0.121,0.055,0.534,0.145,0.181,0
2756,0.075,0.61,0.043,0.278,0.066,0.072,1.667,0.375,0.232,0
2757,0.068,0.421,0.151,0.696,0.088,0.054,1.826,0.29,0.522,0
2758,0.132,0.446,0.208,0.27,0.223,0.062,1,0.454,0.271,0
2759,0.123,0.54,0.149,0.178,0.275,0.059,0.531,0.36,0.2,0
2760,0.104,0.457,0.209,0.128,0.251,0.072,0.491,0.25,0.125,0
2761,0.135,0.366,0.168,0.129,0.239,0.057,0.387,0.162,0.093,0
2762,0.11,0.354,0.066,0.132,0.239,0.064,0.353,0.15,0.102,0
2763,0.067,0.331,0.042,0.129,0.193,0.07,0.327,0.119,0.087,0
2764,0.065,0.339,0.043,0.121,0.043,0.058,0.23,0.108,0.091,0
2765,0.08,0.34,0.098,0.103,0.035,0.062,0.253,0.059,0.09,0.004
2766,0.065,0.324,0.134,0.112,0.034,0.06,0.286,0.078,0.079,0.068
2767,0.082,1.043,0.043,0.13,0.034,0.07,0.337,0.055,0.319,0.204
2768,0.232,1.336,0.043,0.431,0.036,0.058,0.392,0.165,1.266,0.386
2769,0.081,0.377,0.068,0.133,0.029,0.063,0.267,0.392,0.706,0.541
2770,0.076,0.549,0.145,0.134,0.028,0.06,0.461,0.146,0.914,0.602
2771,0.142,0.563,0.111,0.862,0.033,0.067,0.743,0.123,0.088,0.571
2772,0.061,0.534,0.045,1.303,0.033,0.056,0.333,0.632,0.095,0.459
2773,0.068,0.609,0.068,0.176,0.042,0.063,0.352,0.537,0.128,0.292
2774,0.071,0.526,0.118,0.34,0.043,0.07,0.355,0.354,0.097,0.207
2775,0.062,0.345,0.154,0.915,0.087,0.061,0.281,1.252,0.084,0.185
2776,0.065,0.573,0.07,0.239,0.089,0.059,0.382,0.446,0.715,0.127
2777,0.073,0.537,0.045,0.237,0.074,0.071,0.496,0.347,0.21,0.109
2778,0.093,0.487,0.045,0.124,0.039,0.06,0.417,0.146,0.134,0.022
2779,0.075,0.921,0.109,0.316,0.032,0.067,0.353,0.125,0.162,0
2780,0.118,1.481,0.178,0.957,0.029,0.27,1.151,0.155,0.197,0
2781,0.127,1.099,0.56,0.499,0.065,0.446,0.646,0.26,0.631,0
2782,0.441,0.533,0.699,0.185,0.167,0.71,0.524,0.456,0.6,0
2783,0.424,0.544,0.764,0.142,0.248,0.32,0.522,0.207,0.343,0
2784,0.136,0.383,0.183,0.149,0.273,0.088,0.459,0.388,0.127,0
2785,0.104,0.343,0.075,0.128,0.242,0.144,0.405,0.174,0.099,0
2786,0.105,0.343,0.043,0.131,0.179,0.066,0.292,0.117,0.099,0
2787,0.107,0.351,0.121,0.134,0.104,0.071,0.271,0.124,0.084,0
2788,0.099,0.343,0.044,0.103,0.092,0.074,0.24,0.062,0.099,0
2789,0.099,0.328,0.045,0.111,0.086,0.067,0.238,0.082,0.086,0.006
2790,0.086,0.344,0.119,0.118,0.085,0.066,0.305,0.064,0.115,0.089
2791,0.063,0.945,0.095,0.118,0.09,0.074,0.354,0.071,0.62,0.319
2792,0.07,1.407,0.826,0.114,0.095,0.156,0.321,0.1,0.732,0.530
2793,0.099,0.588,0.16,0.507,0.089,0.146,0.278,0.257,0.157,0.680
2794,0.083,0.738,0.175,0.995,0.093,0.652,0.277,0.149,0.092,0.784
2795,0.074,0.612,0.524,0.705,0.086,0.202,0.296,0.125,0.122,0.838
2796,0.063,0.673,0.199,0.885,0.198,0.106,1.01,0.104,0.123,0.831
2797,0.071,0.832,0.119,0.934,0.693,0.14,0.486,0.921,0.103,0.780
2798,0.069,0.605,0.207,0.208,0.089,0.181,0.427,0.303,0.152,0.689
2799,0.063,1.077,0.166,0.774,0.087,0.11,0.356,0.542,0.202,0.550
2800,0.075,1.279,0.197,0.577,0.089,0.075,0.28,0.443,0.151,0.368
2801,0.065,0.738,0.123,0.225,0.105,0.163,0.488,0.399,0.126,0.154
2802,0.067,0.869,0.106,0.202,0.092,0.35,0.365,0.127,0.171,0.018
2803,0.072,0.657,0.08,1.084,0.084,0.088,0.355,0.137,0.189,0
2804,0.063,0.412,0.183,0.214,0.084,0.475,0.308,0.207,0.454,0
2805,0.072,0.468,0.984,0.211,0.094,0.607,0.474,0.564,0.259,0
2806,0.132,0.583,0.886,0.173,0.164,0.665,0.376,0.449,0.219,0
2807,0.061,0.47,0.841,0.135,0.191,0.503,0.386,0.211,0.183,0
2808,0.074,0.357,0.379,0.142,0.181,0.425,0.48,0.457,0.145,0
2809,0.061,0.359,0.137,0.128,0.191,0.402,0.4,0.165,0.113,0
2810,0.068,0.336,0.043,0.112,0.148,0.4,0.438,0.109,0.086,0
2811,0.068,0.35,0.069,0.108,0.044,0.391,0.359,0.081,0.091,0
2812,0.06,0.347,0.103,0.135,0.03,0.403,0.286,0.068,0.087,0
2813,0.074,0.333,0.044,0.134,0.032,0.401,0.292,0.079,0.091,0.009
2814,0.062,0.351,0.079,0.107,0.032,0.39,0.96,0.054,0.102,0.071
2815,0.062,0.994,0.089,0.123,0.037,0.393,0.729,0.083,0.368,0.150
2816,0.072,0.394,0.044,0.127,0.034,0.254,0.255,0.084,0.911,0.256
2817,0.06,0.407,0.532,0.443,0.028,0.156,0.297,0.245,0.362,0.374
2818,0.071,0.656,0.156,0.763,0.027,0.192,0.418,0.122,0.62,0.458
2819,0.064,0.692,0.448,0.164,0.042,0.137,0.616,0.145,0.152,0.383
2820,0.061,0.647,0.714,0.114,0.033,0.066,0.387,0.372,0.116,0.354
2821,0.074,0.704,0.117,0.134,0.033,0.075,0.646,0.145,0.133,0.358
2822,0.062,0.65,0.156,0.141,0.043,0.073,0.524,0.168,0.098,0.406
2823,0.06,0.548,0.193,1.242,0.119,0.062,0.417,0.346,0.976,0.413
2824,0.075,0.345,0.156,0.314,0.07,0.078,0.399,0.206,0.221,0.296
2825,0.061,0.554,0.099,0.396,0.035,0.064,0.432,0.287,0.114,0.134
2826,0.066,0.644,0.094,0.161,0.033,0.07,0.322,0.076,0.688,0.019
2827,0.069,0.644,0.14,0.102,0.033,0.07,0.413,0.214,0.499,0
2828,0.06,0.45,0.159,0.119,0.034,0.104,1.865,0.227,0.828,0
2829,0.069,0.359,0.254,0.215,0.056,0.497,0.59,0.196,0.403,0
2830,0.065,0.42,0.919,0.163,0.158,0.275,0.413,0.195,0.213,0
2831,0.06,0.548,0.659,0.151,0.205,0.109,0.473,0.158,0.202,0
2832,0.073,0.472,0.26,0.139,0.965,0.064,0.575,0.154,0.236,0
2833,0.061,0.301,0.044,0.127,0.429,0.08,0.448,0.218,0.12,0
2834,0.067,0.323,0.044,0.131,0.183,0.067,0.353,0.302,0.103,0
2835,0.066,0.311,0.109,0.126,0.176,0.071,0.342,0.368,0.087,0
2836,0.06,0.299,0.07,0.11,0.12,0.075,0.218,0.062,0.095,0
2837,0.073,0.318,0.044,0.101,0.047,0.067,0.298,0.07,0.092,0.009
2838,0.06,0.294,0.098,0.122,0.045,0.064,0.257,0.074,0.086,0.076
2839,0.09,0.687,0.081,0.134,0.043,0.075,0.304,0.058,0.099,0.194
2840,0.094,1.131,0.06,0.111,0.044,0.562,0.41,0.114,0.553,0.278
2841,0.062,0.375,0.128,0.119,0.034,0.354,0.298,0.244,0.12,0.363
2842,0.07,0.584,0.142,0.136,0.034,0.584,0.324,0.146,0.124,0.416
2843,0.067,0.496,0.1,0.127,0.033,0.253,0.273,0.125,0.262,0.422
2844,0.157,0.605,0.045,0.1,0.038,0.223,0.309,0.159,0.114,0.430
2845,0.31,0.626,0.044,0.121,0.031,0.479,0.262,0.18,0.099,0.405
2846,0.174,0.758,0.104,0.131,0.058,0.167,0.336,0.559,0.151,0.365
2847,0.229,1.198,0.166,0.128,0.116,0.244,0.32,0.422,0.745,0.282
2848,0.168,0.975,0.385,0.513,0.086,0.155,0.274,0.193,0.099,0.181
2849,0.158,0.629,0.132,0.693,0.099,0.152,0.303,0.433,0.112,0.082
2850,0.157,0.687,0.146,0.202,0.07,0.149,0.258,0.135,0.144,0.014
2851,0.149,0.6,0.136,0.184,0.038,0.754,0.318,0.149,0.097,0
2852,0.145,0.56,0.104,0.121,0.033,0.972,0.319,0.187,0.103,0
2853,0.3,2.167,1.066,0.189,0.119,0.39,0.452,0.344,0.352,0
2854,0.345,0.518,0.987,0.171,0.157,0.236,0.558,0.493,0.5,0
2855,0.272,0.54,0.913,0.142,0.18,0.099,1.282,0.464,0.26,0
2856,0.277,0.346,0.627,0.122,0.188,0.082,0.481,0.153,0.227,0
2857,0.119,0.331,0.099,0.124,0.177,0.064,0.446,0.157,0.104,0
2858,0.108,0.326,0.059,0.114,0.185,0.082,0.399,0.128,0.104,0
2859,0.117,0.3,0.047,0.103,0.072,0.067,0.367,0.078,0.083,0
2860,0.107,0.326,0.14,0.136,0.043,0.072,0.267,0.053,0.095,0
2861,0.103,0.303,0.117,0.136,0.035,0.069,0.2,0.083,0.081,0.007
2862,0.112,0.342,0.046,0.107,0.029,0.07,0.299,0.054,0.084,0.079
2863,0.101,1.126,0.045,0.15,0.034,0.071,0.252,0.076,0.098,0.235
2864,0.114,1.127,0.052,0.124,0.062,0.076,0.268,0.088,0.086,0.403
2865,0.101,0.705,0.209,0.101,0.07,0.094,0.541,0.254,0.151,0.530
2866,0.123,0.651,0.559,0.127,0.071,0.091,0.377,0.141,0.087,0.625
2867,0.083,0.688,0.096,0.108,0.07,0.112,0.354,0.112,0.156,0.674
2868,0.075,0.379,0.814,0.117,0.038,0.063,0.309,0.149,0.62,0.655
2869,0.088,0.323,0.209,0.137,0.028,0.125,0.271,0.156,0.166,0.564
2870,0.075,0.36,0.226,0.157,0.028,0.316,0.388,0.292,0.149,0.443
2871,0.081,0.404,0.164,0.206,0.03,0.374,0.227,0.425,0.205,0.327
2872,0.149,0.775,0.911,0.235,0.032,0.092,0.33,0.426,1.069,0.225
2873,0.121,0.682,0.66,0.759,0.044,0.063,0.293,0.194,0.208,0.108
2874,0.1,0.531,0.137,0.257,0.085,0.091,0.312,0.121,0.657,0.022
2875,0.179,0.555,0.058,0.131,0.073,0.137,0.329,0.179,0.099,0
2876,0.205,0.526,0.174,0.128,0.067,0.111,1.319,0.223,0.113,0
2877,0.323,0.572,0.473,0.347,0.071,0.193,2.35,0.325,0.099,0
2878,0.23,0.449,0.233,0.637,0.07,0.272,0.766,0.423,0.12,0
2879,0.153,0.567,0.144,0.54,0.07,0.188,0.499,0.193,0.139,0
2880,0.114,0.303,0.168,0.689,0.066,0.074,0.374,0.428,0.175,0
2881,0.081,0.32,0.195,0.117,0.067,0.065,0.35,0.157,0.134,0
2882,0.096,0.312,0.044,0.123,0.161,0.084,0.312,0.132,0.125,0
2883,0.08,0.305,0.068,0.128,0.094,0.063,0.283,0.086,0.12,0
2884,0.084,0.327,0.104,0.132,0.044,0.069,0.215,0.058,0.115,0
2885,0.083,0.297,0.047,0.11,0.031,0.076,0.305,0.085,0.122,0.008
2886,0.114,0.333,0.077,0.137,0.028,0.064,0.272,0.082,0.097,0.095
2887,0.189,0.297,0.095,0.143,0.032,0.081,0.261,0.048,0.108,0.225
2888,0.084,0.331,0.049,0.114,0.036,0.072,0.285,0.082,0.284,0.306
2889,0.111,0.38,0.112,0.13,0.031,0.114,0.254,0.179,0.194,0.362
2890,0.098,0.428,0.09,0.096,0.036,0.127,1.217,0.175,0.4,0.445
2891,0.071,0.897,0.883,0.125,0.03,0.09,0.269,0.21,0.383,0.428
2892,0.079,1.101,0.414,0.113,0.032,0.091,0.298,0.118,0.14,0.386
2893,0.078,0.392,0.082,0.109,0.03,0.484,0.927,0.208,0.1,0.332
2894,0.074,0.392,0.58,0.291,0.028,0.505,0.888,0.05,0.34,0.272
2895,0.124,0.708,1.171,0.185,0.032,0.071,0.445,0.083,0.162,0.205
2896,0.146,1.383,0.768,0.283,0.032,0.069,0.334,0.055,0.171,0.136
2897,0.113,0.501,0.228,0.206,0.029,0.063,0.301,0.073,0.242,0.074
2898,0.116,0.456,0.058,0.523,0.026,0.073,0.427,0.125,0.178,0.015
2899,0.102,0.337,0.103,0.122,0.027,0.062,0.38,0.118,0.931,0
2900,0.114,0.343,0.069,0.148,0.164,0.064,0.338,0.164,0.571,0
2901,0.115,0.318,0.059,0.168,0.139,1.382,1.057,0.263,0.837,0
2902,0.14,0.615,0.157,0.182,0.148,0.504,0.521,0.188,0.293,0
2903,0.426,0.37,0.609,0.167,0.231,0.316,0.504,0.187,0.23,0
2904,0.323,0.358,0.189,0.142,0.184,0.08,0.364,0.147,0.105,0
2905,0.156,0.326,0.156,0.108,0.185,0.076,0.375,0.154,0.113,0
2906,0.12,0.358,0.05,0.113,0.182,0.07,0.31,0.095,0.095,0
2907,0.133,0.334,0.052,0.124,0.052,0.07,0.275,0.083,0.105,0
2908,0.125,0.35,0.12,0.133,0.043,0.071,0.291,0.049,0.093,0
2909,0.111,0.316,0.044,0.104,0.032,0.066,0.229,0.082,0.091,0.009
2910,0.099,0.349,0.065,0.13,0.03,0.069,0.248,0.058,0.099,0.117
2911,0.09,1.063,0.106,0.151,0.033,0.07,0.329,0.073,0.227,0.333
2912,0.087,1.2,0.055,0.117,0.034,0.065,0.373,0.115,0.417,0.532
2913,0.147,0.325,0.107,0.117,0.028,0.076,0.215,0.247,0.17,0.686
2914,1.337,0.621,0.278,0.123,0.029,0.077,0.286,0.126,0.152,0.787
2915,0.205,0.676,0.045,0.125,0.038,0.586,0.308,0.131,0.099,0.836
2916,0.118,0.781,0.107,0.097,0.035,0.18,0.227,0.133,0.142,0.838
2917,0.861,0.699,0.14,0.12,0.029,0.18,0.268,0.232,0.103,0.792
2918,0.116,0.676,0.088,0.148,0.027,0.109,0.454,0.509,0.094,0.698
2919,0.076,0.496,0.142,0.225,0.078,0.151,0.308,0.527,0.664,0.555
2920,0.071,0.648,0.082,0.467,0.087,0.068,0.31,0.479,0.234,0.364
2921,0.082,0.664,0.107,0.562,0.07,0.065,0.344,0.449,0.168,0.152
2922,0.09,0.678,0.122,0.627,0.038,0.072,0.364,0.143,0.11,0.024
2923,0.927,0.674,0.057,0.129,0.031,0.062,0.248,0.128,0.173,0
2924,0.231,0.501,0.127,0.118,0.03,0.359,0.323,0.222,0.275,0
2925,0.449,0.434,0.531,0.176,0.488,0.345,0.45,0.965,0.268,0
2926,0.268,0.507,0.563,0.169,1.21,0.247,0.482,0.494,0.167,0
2927,0.289,0.55,0.393,0.137,0.149,0.481,0.476,0.271,0.213,0
2928,0.298,0.488,0.371,0.122,0.184,0.488,0.467,0.43,0.365,0
2929,0.23,0.31,0.213,0.124,0.181,0.083,0.339,0.171,0.091,0
2930,0.223,0.333,0.044,0.124,0.173,0.065,0.384,0.081,0.143,0
2931,0.231,0.313,0.055,0.12,0.037,0.069,0.256,0.063,0.088,0
2932,0.214,0.338,0.138,0.119,0.037,0.072,0.273,0.068,0.1,0
2933,0.201,0.312,0.054,0.137,0.031,0.068,0.213,0.074,0.129,0.008
2934,0.19,0.328,0.045,0.127,0.031,0.088,0.274,0.056,0.094,0.107
2935,0.234,1.123,0.063,0.11,0.033,0.105,0.298,0.086,0.324,0.326
2936,0.143,1.037,0.139,0.125,0.038,0.203,0.358,0.086,0.516,0.527
2937,0.104,0.381,0.678,0.106,0.032,0.165,0.245,0.254,0.599,0.670
2938,0.107,0.684,0.623,0.111,0.028,0.222,0.252,0.109,0.101,0.733
2939,0.1,0.686,1.011,0.337,0.036,0.586,0.901,0.154,0.74,0.734
2940,0.111,0.668,0.177,0.129,0.03,0.204,0.372,0.123,0.163,0.756
2941,0.101,0.741,0.077,0.139,0.033,0.072,0.362,0.493,0.163,0.746
2942,0.101,0.577,0.044,0.13,0.138,0.068,0.362,0.211,0.237,0.667
2943,0.111,0.903,0.132,0.256,0.947,0.064,1.268,0.377,0.76,0.537
2944,0.122,0.636,0.106,0.572,0.579,0.072,0.316,0.346,0.496,0.359
2945,0.134,0.585,0.044,0.156,0.035,0.059,0.296,0.419,0.653,0.155
2946,0.125,0.64,0.119,0.21,0.031,0.071,0.282,0.11,0.387,0.025
2947,0.13,0.665,0.227,0.1,0.111,0.066,0.348,0.149,0.107,0
2948,0.507,0.995,1.41,0.29,0.049,0.272,0.381,0.153,0.177,0
2949,0.291,1.183,0.752,0.185,0.228,0.238,0.422,0.344,0.31,0
2950,0.249,0.536,0.248,0.174,0.06,0.276,0.529,0.439,0.277,0
2951,0.284,0.801,0.189,0.151,0.043,0.115,0.545,0.208,0.284,0
2952,0.273,0.943,0.273,0.152,0.182,0.075,0.539,0.432,0.108,0
2953,0.217,0.298,0.132,0.124,0.207,0.075,0.361,0.136,0.12,0
2954,0.249,0.319,0.043,0.109,0.181,0.064,0.369,0.078,0.087,0
2955,0.215,0.315,0.043,0.116,0.189,0.08,0.333,0.058,0.102,0
2956,0.238,0.3,0.121,0.122,0.048,0.064,0.29,0.082,0.087,0
2957,0.276,0.329,0.122,0.113,0.032,0.065,0.191,0.049,0.097,0.003
2958,0.243,0.296,0.044,0.1,0.029,0.098,0.295,0.09,0.142,0.029
2959,0.272,1.172,0.044,0.129,0.036,0.072,0.333,0.049,0.462,0.065
2960,0.207,1.476,0.069,0.121,0.038,0.073,0.385,0.086,0.69,0.119
2961,0.754,0.306,0.161,0.122,0.032,0.072,0.283,0.175,0.095,0.179
2962,0.407,0.458,0.093,0.136,0.399,0.096,0.355,0.165,0.111,0.224
2963,0.15,0.583,0.044,0.1,0.231,0.159,0.279,0.054,0.091,0.271
2964,0.121,0.585,0.076,0.122,0.242,0.171,0.246,0.27,0.3,0.322
2965,0.07,0.446,0.145,0.113,0.58,0.274,0.292,0.247,0.348,0.344
2966,0.064,0.554,0.161,0.151,1.359,0.186,0.308,0.163,0.134,0.343
2967,0.073,0.409,0.079,0.838,0.095,0.14,0.343,0.652,0.377,0.311
2968,0.1,0.475,0.044,0.144,0.088,0.162,0.285,0.362,0.147,0.212
2969,0.133,0.642,1.006,0.118,0.068,0.156,0.392,0.29,0.131,0.064
2970,0.138,0.557,0.226,0.136,0.068,0.067,0.367,0.138,0.24,0.009
2971,0.463,0.595,0.122,0.159,0.065,0.113,0.295,0.136,0.136,0
2972,0.232,0.607,0.148,0.354,0.07,0.308,0.4,0.204,0.16,0
2973,0.314,0.475,0.188,0.18,0.207,0.379,0.37,0.893,0.32,0
2974,0.682,0.482,0.207,0.179,0.194,0.259,0.365,0.551,0.278,0
2975,0.72,0.507,0.25,0.618,0.209,0.248,0.515,0.257,0.227,0
2976,0.527,0.365,0.29,0.745,0.236,0.172,1.074,0.462,0.17,0
2977,0.629,0.296,0.114,0.124,0.178,0.072,0.311,0.144,0.095,0
2978,0.595,0.333,0.043,0.12,0.039,0.085,0.3,0.085,0.093,0
2979,0.44,0.299,0.044,0.134,0.034,0.077,0.273,0.058,0.082,0
2980,0.653,0.332,0.059,0.13,0.034,0.064,0.24,0.074,0.093,0
2981,0.416,0.3,0.138,0.093,0.031,0.075,0.275,0.075,0.085,0.007
2982,0.625,0.297,0.134,0.122,0.029,0.07,0.271,0.058,0.155,0.056
2983,0.669,1.308,0.053,0.12,0.03,0.062,0.347,0.085,0.121,0.242
2984,0.329,0.345,0.044,0.093,0.031,0.077,0.262,0.12,0.834,0.352
2985,0.175,0.456,0.535,0.139,0.033,0.068,0.266,0.245,0.283,0.293
2986,0.073,0.726,0.712,0.129,0.035,0.148,0.304,0.117,0.099,0.533
2987,0.075,0.714,0.744,0.215,0.039,0.597,0.258,0.148,0.102,0.676
2988,0.062,0.616,0.179,0.523,0.034,0.192,0.333,0.401,0.133,0.734
2989,0.074,0.616,0.145,0.173,0.03,0.138,0.383,0.192,0.106,0.663
2990,0.064,0.607,0.099,0.423,0.111,0.086,0.558,0.161,0.109,0.544
2991,0.067,0.527,0.152,0.588,0.092,0.058,0.451,0.348,0.154,0.389
2992,0.069,0.574,0.095,0.201,0.09,0.075,0.454,0.432,0.131,0.244
2993,0.062,0.388,0.155,0.156,0.079,0.062,0.389,0.147,0.134,0.119
2994,0.272,0.368,0.259,0.137,0.039,0.065,0.481,0.125,0.158,0.016
2995,0.514,0.356,0.078,0.153,0.029,0.066,0.371,0.191,0.183,0
2996,0.733,0.382,0.103,1.198,0.028,0.065,0.942,1.326,0.759,0
2997,0.343,0.434,0.167,0.37,0.107,0.406,1.145,0.612,1.061,0
2998,0.747,0.543,0.257,0.189,0.15,0.328,0.402,0.54,0.243,0
2999,0.69,0.489,0.363,0.154,0.175,0.245,0.442,0.392,0.187,0
3000,0.495,0.333,0.361,0.16,0.183,0.074,0.52,0.229,0.271,0
3001,0.682,0.333,0.191,0.124,0.215,0.072,0.331,0.139,0.121,0
3002,0.5,0.305,0.045,0.109,0.158,0.063,0.313,0.138,0.11,0
3003,0.582,0.313,0.044,0.106,0.046,0.08,0.25,0.131,0.089,0
3004,0.611,0.332,0.044,0.111,0.036,0.062,0.287,0.13,0.103,0
3005,0.43,0.301,0.066,0.126,0.028,0.067,0.225,0.087,0.085,0.002
3006,0.655,0.362,0.141,0.138,0.028,0.069,0.285,0.059,0.101,0.033
3007,0.496,0.921,0.125,0.14,0.037,0.067,0.344,0.087,0.141,0.100
3008,0.284,1.199,0.06,0.102,0.037,0.065,0.346,0.082,1.814,0.217
3009,0.803,0.406,0.151,0.104,0.031,0.071,0.263,0.289,0.255,0.333
3010,0.326,0.709,0.179,0.119,0.029,0.151,0.332,0.114,1.19,0.484
3011,0.103,0.602,0.148,0.121,0.032,0.175,0.297,0.144,0.425,0.632
3012,0.071,0.618,0.199,0.111,0.027,0.651,0.273,0.145,0.198,0.668
3013,0.061,0.463,0.285,0.136,0.026,0.7,0.288,0.154,0.123,0.657
3014,0.073,0.85,0.186,0.202,0.048,0.189,0.334,0.192,0.147,0.571
3015,0.061,0.988,0.552,0.188,0.097,0.181,1.113,0.488,0.158,0.484
3016,0.075,0.509,1.375,0.186,0.139,0.147,0.422,0.515,0.621,0.331
